"STATION","NAME","DATE","DLY-TMAX-NORMAL","DLY-TMIN-NORMAL"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-01","55.6","40.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-02","56.0","40.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-03","56.4","40.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-04","56.8","41.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-05","57.2","41.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-06","57.6","41.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-07","58.0","42.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-08","58.4","42.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-09","58.8","42.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-10","59.2","43.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-11","59.6","43.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-12","60.0","43.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-13","60.4","44.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-14","60.8","44.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-15","61.2","44.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-16","61.5","45.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-17","61.9","45.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-18","62.3","45.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-19","62.6","46.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-20","63.0","46.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-21","63.4","46.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-22","63.7","46.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-23","64.1","47.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-24","64.4","47.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-25","64.7","47.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-26","65.1","48.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-27","65.4","48.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-28","65.7","48.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-29","66.0","49.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","04-30","66.3","49.3"
"USC00285503","MIDLAND PARK, NJ US","04-01",,
"USC00285503","MIDLAND PARK, NJ US","04-02",,
"USC00285503","MIDLAND PARK, NJ US","04-03",,
"USC00285503","MIDLAND PARK, NJ US","04-04",,
"USC00285503","MIDLAND PARK, NJ US","04-05",,
"USC00285503","MIDLAND PARK, NJ US","04-06",,
"USC00285503","MIDLAND PARK, NJ US","04-07",,
"USC00285503","MIDLAND PARK, NJ US","04-08",,
"USC00285503","MIDLAND PARK, NJ US","04-09",,
"USC00285503","MIDLAND PARK, NJ US","04-10",,
"USC00285503","MIDLAND PARK, NJ US","04-11",,
"USC00285503","MIDLAND PARK, NJ US","04-12",,
"USC00285503","MIDLAND PARK, NJ US","04-13",,
"USC00285503","MIDLAND PARK, NJ US","04-14",,
"USC00285503","MIDLAND PARK, NJ US","04-15",,
"USC00285503","MIDLAND PARK, NJ US","04-16",,
"USC00285503","MIDLAND PARK, NJ US","04-17",,
"USC00285503","MIDLAND PARK, NJ US","04-18",,
"USC00285503","MIDLAND PARK, NJ US","04-19",,
"USC00285503","MIDLAND PARK, NJ US","04-20",,
"USC00285503","MIDLAND PARK, NJ US","04-21",,
"USC00285503","MIDLAND PARK, NJ US","04-22",,
"USC00285503","MIDLAND PARK, NJ US","04-23",,
"USC00285503","MIDLAND PARK, NJ US","04-24",,
"USC00285503","MIDLAND PARK, NJ US","04-25",,
"USC00285503","MIDLAND PARK, NJ US","04-26",,
"USC00285503","MIDLAND PARK, NJ US","04-27",,
"USC00285503","MIDLAND PARK, NJ US","04-28",,
"USC00285503","MIDLAND PARK, NJ US","04-29",,
"USC00285503","MIDLAND PARK, NJ US","04-30",,
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-01","56.5","34.9"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-02","56.9","35.2"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-03","57.4","35.6"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-04","57.8","35.9"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-05","58.2","36.2"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-06","58.6","36.5"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-07","59.0","36.8"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-08","59.4","37.1"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-09","59.8","37.4"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-10","60.2","37.8"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-11","60.6","38.1"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-12","61.0","38.4"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-13","61.4","38.7"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-14","61.8","39.0"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-15","62.2","39.3"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-16","62.6","39.6"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-17","63.0","39.9"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-18","63.4","40.2"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-19","63.8","40.5"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-20","64.2","40.8"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-21","64.5","41.1"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-22","64.9","41.4"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-23","65.2","41.7"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-24","65.6","42.0"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-25","65.9","42.3"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-26","66.3","42.6"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-27","66.6","42.9"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-28","67.0","43.1"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-29","67.3","43.4"
"USC00302129","DOBBS FERRY ARDSLEY, NY US","04-30","67.6","43.7"
"USC00287865","SANDY HOOK, NJ US","04-01","53.3","38.1"
"USC00287865","SANDY HOOK, NJ US","04-02","53.7","38.4"
"USC00287865","SANDY HOOK, NJ US","04-03","54.1","38.7"
"USC00287865","SANDY HOOK, NJ US","04-04","54.4","39.0"
"USC00287865","SANDY HOOK, NJ US","04-05","54.8","39.2"
"USC00287865","SANDY HOOK, NJ US","04-06","55.2","39.5"
"USC00287865","SANDY HOOK, NJ US","04-07","55.5","39.8"
"USC00287865","SANDY HOOK, NJ US","04-08","55.9","40.1"
"USC00287865","SANDY HOOK, NJ US","04-09","56.3","40.4"
"USC00287865","SANDY HOOK, NJ US","04-10","56.7","40.7"
"USC00287865","SANDY HOOK, NJ US","04-11","57.0","41.0"
"USC00287865","SANDY HOOK, NJ US","04-12","57.4","41.3"
"USC00287865","SANDY HOOK, NJ US","04-13","57.8","41.6"
"USC00287865","SANDY HOOK, NJ US","04-14","58.2","41.9"
"USC00287865","SANDY HOOK, NJ US","04-15","58.5","42.2"
"USC00287865","SANDY HOOK, NJ US","04-16","58.9","42.5"
"USC00287865","SANDY HOOK, NJ US","04-17","59.3","42.8"
"USC00287865","SANDY HOOK, NJ US","04-18","59.7","43.1"
"USC00287865","SANDY HOOK, NJ US","04-19","60.0","43.4"
"USC00287865","SANDY HOOK, NJ US","04-20","60.4","43.7"
"USC00287865","SANDY HOOK, NJ US","04-21","60.8","44.0"
"USC00287865","SANDY HOOK, NJ US","04-22","61.1","44.4"
"USC00287865","SANDY HOOK, NJ US","04-23","61.5","44.7"
"USC00287865","SANDY HOOK, NJ US","04-24","61.9","45.0"
"USC00287865","SANDY HOOK, NJ US","04-25","62.2","45.3"
"USC00287865","SANDY HOOK, NJ US","04-26","62.6","45.6"
"USC00287865","SANDY HOOK, NJ US","04-27","62.9","45.9"
"USC00287865","SANDY HOOK, NJ US","04-28","63.3","46.2"
"USC00287865","SANDY HOOK, NJ US","04-29","63.6","46.5"
"USC00287865","SANDY HOOK, NJ US","04-30","64.0","46.9"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-01","56.5","38.7"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-02","56.9","39.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-03","57.2","39.4"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-04","57.6","39.7"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-05","58.0","40.1"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-06","58.4","40.5"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-07","58.8","40.8"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-08","59.2","41.2"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-09","59.6","41.5"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-10","60.0","41.9"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-11","60.4","42.2"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-12","60.8","42.6"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-13","61.2","42.9"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-14","61.5","43.3"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-15","61.9","43.6"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-16","62.3","44.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-17","62.7","44.3"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-18","63.0","44.6"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-19","63.4","45.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-20","63.8","45.3"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-21","64.1","45.6"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-22","64.5","46.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-23","64.8","46.3"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-24","65.2","46.6"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-25","65.5","46.9"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-26","65.9","47.2"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-27","66.2","47.5"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-28","66.5","47.8"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-29","66.9","48.1"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-30","67.2","48.4"
"USW00094741","TETERBORO AIRPORT, NJ US","04-01","56.1","38.2"
"USW00094741","TETERBORO AIRPORT, NJ US","04-02","56.5","38.5"
"USW00094741","TETERBORO AIRPORT, NJ US","04-03","56.9","38.8"
"USW00094741","TETERBORO AIRPORT, NJ US","04-04","57.3","39.1"
"USW00094741","TETERBORO AIRPORT, NJ US","04-05","57.7","39.4"
"USW00094741","TETERBORO AIRPORT, NJ US","04-06","58.1","39.7"
"USW00094741","TETERBORO AIRPORT, NJ US","04-07","58.5","40.1"
"USW00094741","TETERBORO AIRPORT, NJ US","04-08","58.9","40.4"
"USW00094741","TETERBORO AIRPORT, NJ US","04-09","59.3","40.7"
"USW00094741","TETERBORO AIRPORT, NJ US","04-10","59.7","41.0"
"USW00094741","TETERBORO AIRPORT, NJ US","04-11","60.1","41.3"
"USW00094741","TETERBORO AIRPORT, NJ US","04-12","60.5","41.7"
"USW00094741","TETERBORO AIRPORT, NJ US","04-13","60.9","42.0"
"USW00094741","TETERBORO AIRPORT, NJ US","04-14","61.3","42.3"
"USW00094741","TETERBORO AIRPORT, NJ US","04-15","61.7","42.6"
"USW00094741","TETERBORO AIRPORT, NJ US","04-16","62.1","43.0"
"USW00094741","TETERBORO AIRPORT, NJ US","04-17","62.5","43.3"
"USW00094741","TETERBORO AIRPORT, NJ US","04-18","62.8","43.6"
"USW00094741","TETERBORO AIRPORT, NJ US","04-19","63.2","43.9"
"USW00094741","TETERBORO AIRPORT, NJ US","04-20","63.6","44.2"
"USW00094741","TETERBORO AIRPORT, NJ US","04-21","64.0","44.6"
"USW00094741","TETERBORO AIRPORT, NJ US","04-22","64.3","44.9"
"USW00094741","TETERBORO AIRPORT, NJ US","04-23","64.7","45.2"
"USW00094741","TETERBORO AIRPORT, NJ US","04-24","65.1","45.5"
"USW00094741","TETERBORO AIRPORT, NJ US","04-25","65.4","45.9"
"USW00094741","TETERBORO AIRPORT, NJ US","04-26","65.8","46.2"
"USW00094741","TETERBORO AIRPORT, NJ US","04-27","66.2","46.5"
"USW00094741","TETERBORO AIRPORT, NJ US","04-28","66.5","46.8"
"USW00094741","TETERBORO AIRPORT, NJ US","04-29","66.9","47.1"
"USW00094741","TETERBORO AIRPORT, NJ US","04-30","67.2","47.5"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-01","55.4","39.5"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-02","55.8","39.8"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-03","56.2","40.2"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-04","56.5","40.5"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-05","56.9","40.9"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-06","57.3","41.2"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-07","57.7","41.6"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-08","58.1","41.9"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-09","58.5","42.3"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-10","58.9","42.6"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-11","59.3","43.0"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-12","59.7","43.3"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-13","60.0","43.6"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-14","60.4","44.0"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-15","60.8","44.3"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-16","61.2","44.7"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-17","61.5","45.0"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-18","61.9","45.3"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-19","62.3","45.6"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-20","62.7","46.0"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-21","63.0","46.3"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-22","63.4","46.6"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-23","63.7","46.9"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-24","64.1","47.2"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-25","64.4","47.5"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-26","64.8","47.8"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-27","65.1","48.1"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-28","65.5","48.4"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-29","65.8","48.7"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-30","66.1","49.0"
"USC00300961","BRONX, NY US","04-01","55.1","38.6"
"USC00300961","BRONX, NY US","04-02","55.5","39.0"
"USC00300961","BRONX, NY US","04-03","55.9","39.3"
"USC00300961","BRONX, NY US","04-04","56.3","39.7"
"USC00300961","BRONX, NY US","04-05","56.7","40.0"
"USC00300961","BRONX, NY US","04-06","57.1","40.4"
"USC00300961","BRONX, NY US","04-07","57.6","40.8"
"USC00300961","BRONX, NY US","04-08","58.0","41.1"
"USC00300961","BRONX, NY US","04-09","58.4","41.5"
"USC00300961","BRONX, NY US","04-10","58.9","41.9"
"USC00300961","BRONX, NY US","04-11","59.3","42.2"
"USC00300961","BRONX, NY US","04-12","59.7","42.6"
"USC00300961","BRONX, NY US","04-13","60.2","43.0"
"USC00300961","BRONX, NY US","04-14","60.6","43.4"
"USC00300961","BRONX, NY US","04-15","61.1","43.7"
"USC00300961","BRONX, NY US","04-16","61.5","44.1"
"USC00300961","BRONX, NY US","04-17","61.9","44.5"
"USC00300961","BRONX, NY US","04-18","62.4","44.9"
"USC00300961","BRONX, NY US","04-19","62.8","45.2"
"USC00300961","BRONX, NY US","04-20","63.2","45.6"
"USC00300961","BRONX, NY US","04-21","63.6","46.0"
"USC00300961","BRONX, NY US","04-22","64.0","46.3"
"USC00300961","BRONX, NY US","04-23","64.4","46.7"
"USC00300961","BRONX, NY US","04-24","64.8","47.0"
"USC00300961","BRONX, NY US","04-25","65.2","47.4"
"USC00300961","BRONX, NY US","04-26","65.6","47.7"
"USC00300961","BRONX, NY US","04-27","66.0","48.1"
"USC00300961","BRONX, NY US","04-28","66.3","48.4"
"USC00300961","BRONX, NY US","04-29","66.7","48.7"
"USC00300961","BRONX, NY US","04-30","67.1","49.1"
"USC00066655","PUTNAM LAKE, CT US","04-01",,
"USC00066655","PUTNAM LAKE, CT US","04-02",,
"USC00066655","PUTNAM LAKE, CT US","04-03",,
"USC00066655","PUTNAM LAKE, CT US","04-04",,
"USC00066655","PUTNAM LAKE, CT US","04-05",,
"USC00066655","PUTNAM LAKE, CT US","04-06",,
"USC00066655","PUTNAM LAKE, CT US","04-07",,
"USC00066655","PUTNAM LAKE, CT US","04-08",,
"USC00066655","PUTNAM LAKE, CT US","04-09",,
"USC00066655","PUTNAM LAKE, CT US","04-10",,
"USC00066655","PUTNAM LAKE, CT US","04-11",,
"USC00066655","PUTNAM LAKE, CT US","04-12",,
"USC00066655","PUTNAM LAKE, CT US","04-13",,
"USC00066655","PUTNAM LAKE, CT US","04-14",,
"USC00066655","PUTNAM LAKE, CT US","04-15",,
"USC00066655","PUTNAM LAKE, CT US","04-16",,
"USC00066655","PUTNAM LAKE, CT US","04-17",,
"USC00066655","PUTNAM LAKE, CT US","04-18",,
"USC00066655","PUTNAM LAKE, CT US","04-19",,
"USC00066655","PUTNAM LAKE, CT US","04-20",,
"USC00066655","PUTNAM LAKE, CT US","04-21",,
"USC00066655","PUTNAM LAKE, CT US","04-22",,
"USC00066655","PUTNAM LAKE, CT US","04-23",,
"USC00066655","PUTNAM LAKE, CT US","04-24",,
"USC00066655","PUTNAM LAKE, CT US","04-25",,
"USC00066655","PUTNAM LAKE, CT US","04-26",,
"USC00066655","PUTNAM LAKE, CT US","04-27",,
"USC00066655","PUTNAM LAKE, CT US","04-28",,
"USC00066655","PUTNAM LAKE, CT US","04-29",,
"USC00066655","PUTNAM LAKE, CT US","04-30",,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-01","52.5","34.5"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-02","52.9","34.8"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-03","53.3","35.2"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-04","53.7","35.5"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-05","54.1","35.9"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-06","54.4","36.2"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-07","54.8","36.6"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-08","55.2","36.9"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-09","55.6","37.3"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-10","56.0","37.6"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-11","56.4","37.9"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-12","56.8","38.3"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-13","57.2","38.6"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-14","57.5","38.9"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-15","57.9","39.3"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-16","58.3","39.6"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-17","58.7","39.9"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-18","59.0","40.2"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-19","59.4","40.5"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-20","59.8","40.8"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-21","60.1","41.1"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-22","60.5","41.4"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-23","60.8","41.7"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-24","61.2","42.0"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-25","61.5","42.3"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-26","61.8","42.6"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-27","62.2","42.9"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-28","62.5","43.2"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-29","62.8","43.4"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","04-30","63.2","43.7"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-01","54.1","38.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-02","54.4","39.2"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-03","54.7","39.5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-04","55.1","39.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-05","55.4","40.2"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-06","55.8","40.5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-07","56.1","40.8"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-08","56.5","41.2"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-09","56.8","41.5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-10","57.2","41.8"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-11","57.5","42.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-12","57.9","42.4"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-13","58.2","42.8"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-14","58.6","43.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-15","58.9","43.4"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-16","59.2","43.7"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-17","59.6","44.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-18","59.9","44.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-19","60.2","44.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-20","60.6","45.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-21","60.9","45.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-22","61.2","45.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-23","61.5","45.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-24","61.9","46.2"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-25","62.2","46.5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-26","62.5","46.8"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-27","62.8","47.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-28","63.1","47.3"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-29","63.4","47.6"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","04-30","63.7","47.9"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-01","53.7","34.6"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-02","54.2","35.0"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-03","54.6","35.3"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-04","55.1","35.7"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-05","55.5","36.0"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-06","55.9","36.4"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-07","56.4","36.7"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-08","56.8","37.1"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-09","57.3","37.4"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-10","57.7","37.7"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-11","58.1","38.1"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-12","58.5","38.4"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-13","58.9","38.8"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-14","59.4","39.1"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-15","59.8","39.4"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-16","60.1","39.7"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-17","60.5","40.1"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-18","60.9","40.4"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-19","61.3","40.7"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-20","61.6","41.0"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-21","62.0","41.3"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-22","62.3","41.7"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-23","62.7","42.0"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-24","63.0","42.3"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-25","63.3","42.6"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-26","63.6","42.9"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-27","64.0","43.2"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-28","64.3","43.5"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-29","64.6","43.8"
"USC00289187","WANAQUE RAYMOND DAM, NJ US","04-30","64.9","44.1"
"USC00305377","MINEOLA, NY US","04-01","55.5","38.3"
"USC00305377","MINEOLA, NY US","04-02","55.8","38.6"
"USC00305377","MINEOLA, NY US","04-03","56.2","38.9"
"USC00305377","MINEOLA, NY US","04-04","56.5","39.2"
"USC00305377","MINEOLA, NY US","04-05","56.9","39.5"
"USC00305377","MINEOLA, NY US","04-06","57.2","39.7"
"USC00305377","MINEOLA, NY US","04-07","57.6","40.0"
"USC00305377","MINEOLA, NY US","04-08","58.0","40.3"
"USC00305377","MINEOLA, NY US","04-09","58.3","40.6"
"USC00305377","MINEOLA, NY US","04-10","58.7","40.9"
"USC00305377","MINEOLA, NY US","04-11","59.0","41.2"
